RC-EVER USED NEEDLE TO INJECT DRUGS,AGE WHEN FIRST USED HEROIN,RECODE - FINAL EDITED AGE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,12,14 - Respondent is between 30 and 34 years old,0.00034578497399897525,0.0003433961124779422,4.702799304197352e-05,0.0025376532097717212,0.003411900970569539,0.003362958072291384,0.0004693968037031488,0.02435068338593474,0.03153622716999744,0.03603048234416629,0.0030362213722917013,0.2582570056522551,1844.1458825,1,1844.1458825
Overall,12,15 - Respondent is between 35 and 49 years old,0.005036213003168806,0.003641689029788955,0.0011744338503076057,0.021325200676078782,0.015602368356729821,0.0112250130301751,0.003638443502294371,0.06436471521287282,0.45931191141028926,0.294149428626101,0.07295676718209931,0.9016689052425543,26859.210699,2,19232.943689168093
Overall,12,16 - Respondent is between 50 and 64 years old,0.005582692635155816,0.005504263554950558,0.0007657069123135504,0.0395048157837303,0.019099551590769183,0.01903422141040986,0.0025237795459895998,0.1303189620059924,0.5091518614197134,0.30126125398355236,0.08435429484386475,0.9211319324522004,29773.7045,1,29773.7045
Overall,12,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,Overall,0.0039033268075396145,0.0026257628782017355,0.0010083159708478245,0.014985617662257958,0.0039033268075396145,0.0026257628782017355,0.0010083159708478245,0.014985617662257958,1.0,0.0,N/A,N/A,20817.28415474,5,13996.68162642052
Overall,13,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,12 - Respondent is 24 or 25 years old,0.0008110858927049694,0.0005945882935024731,0.0001859310672746594,0.0035307718457262974,0.052157570360649975,0.03945245297047709,0.010956405547827865,0.21466634365295503,0.20779348814408433,0.18029613453974475,0.02824558432380324,0.7029971801350324,4325.6960882,2,3103.301183669947
Overall,13,13 - Respondent is between 26 and 29 years old,6.855851028556855e-05,6.736703669595711e-05,9.525369953324151e-06,0.0004932669646880263,0.0010665749138106164,0.001079371868460093,0.0001395338081428366,0.008102820982550352,0.01756412252060008,0.02090748882190635,0.0015657648601770646,0.1693079864402224,365.63732944,1,365.63732944
Overall,13,14 - Respondent is between 30 and 34 years old,0.0025050803801475964,0.002489310463363528,0.00033944687517196054,0.018235184016518035,0.024717922475155394,0.024418025190703494,0.0033028016884558264,0.16236706159381706,0.641780845843811,0.26344654113723787,0.15205671745628643,0.9470881074503149,13360.134233,1,13360.134233
Overall,13,15 - Respondent is between 35 and 49 years old,0.0005186020244014807,0.0005271109125709429,6.729020497917292e-05,0.00398477574346896,0.0016066476557219749,0.0016130453416354734,0.00021347019286381148,0.011983186049693187,0.13286154349150472,0.14471196754902102,0.012142837998057175,0.6563377966887851,2765.8165041,1,2765.8165041
Overall,13,16 - Respondent is between 50 and 64 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,Overall,0.017607641486606398,0.010132891486787234,0.005495768450783826,0.0549377713085036,0.017607641486606398,0.010132891486787234,0.005495768450783826,0.0549377713085036,1.0,0.0,N/A,N/A,93905.35156151,11,54940.32226610639
Overall,14,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,12 - Respondent is 24 or 25 years old,0.001260281342684721,0.001123559440097318,0.00021002395236722723,0.007522995034042718,0.08104346703167609,0.06489252736245522,0.01509224242619055,0.33667673137117476,0.07157581801307002,0.07893721182664717,0.007043098045550327,0.45590888242018723,6721.35235382,2,5841.433073036673
Overall,14,13 - Respondent is between 26 and 29 years old,0.00018782449534477776,0.00018598405247622133,2.5698143143829953e-05,0.0013713828735431237,0.002922013534124993,0.0029774808115327856,0.0003761145185082627,0.02231624477326809,0.010667214884381318,0.004643905064351968,0.004435376694519755,0.025431307352960487,1001.7085639,1,1001.7085639
Overall,14,14 - Respondent is between 30 and 34 years old,7.479391252193571e-05,7.580988487486162e-05,9.76502016458757e-06,0.0005726263473972981,0.0007380003236550179,0.000766639445718395,9.15189463008784e-05,0.005924110374507505,0.004247809826138793,0.004905807131535215,0.0004150564300442445,0.04198669496683451,398.89207509,1,398.89207509
Overall,14,15 - Respondent is between 35 and 49 years old,0.005417865558588202,0.002777000692323366,0.0019310794166408744,0.015105162402071442,0.016784741649955096,0.008912059178473151,0.005737188525660625,0.048076856424301984,0.3076996747525447,0.2214109941055924,0.052224425174788994,0.7819005102035796,28894.646133,5,15151.932282966885
Overall,14,16 - Respondent is between 50 and 64 years old,0.009960971423276357,0.009863366482098627,0.0013477662501984768,0.06977300041146103,0.034078553133121636,0.03344585042484813,0.004562868363785167,0.21356009922874677,0.5657186643000068,0.24628207068255784,0.14816474509967048,0.9070281740642486,53124.010056,1,53124.010056
Overall,14,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,7 - Respondent is 18 years old,0.0007059047541904021,0.0007142549779340589,9.24196704640042e-05,0.005369855924846628,0.748338322468266,0.26633612150858893,0.14795111443061046,0.9807404551051433,0.04009081822385824,0.047306540134533566,0.0035235862126761696,0.33034247753582474,3764.7423797,1,3764.7423797
Overall,14,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,Overall,0.014958080755296359,0.00583062765096401,0.0068118692421197235,0.032527172730644247,0.014958080755296359,0.00583062765096401,0.0068118692421197235,0.032527172730644247,1.0,0.0,N/A,N/A,79774.67243867,14,29995.154232052184
Overall,15,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,10 - Respondent is 21 years old,5.024242685907958e-05,5.089468994336724e-05,6.56771784681607e-06,0.00038423826721028625,0.010482541134393376,0.011957665413795985,0.0010446940359045427,0.09691113063004372,0.0033588819101200355,0.0035778905342707997,0.00039370452972109195,0.028030012747567425,267.95370414,1,267.95370414
Overall,15,11 - Respondent is 22 or 23 years old,0.001984365835833483,0.0018947167339647888,0.00029094079403341324,0.013402256303347338,0.29329136460749267,0.22137411548316574,0.04632365304794248,0.7800174029778395,0.1326617945374348,0.13039091535775307,0.015462430058984707,0.5983288623464178,10583.05120435,2,10195.806103584066
Overall,15,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,13 - Respondent is between 26 and 29 years old,0.0002892218136703456,0.00020734529366390827,6.851460556297807e-05,0.0012200292635252507,0.004499466655601075,0.003380988883254635,0.0009914206514141694,0.020169780311733568,0.019335489519130847,0.017121319604782345,0.0032047609960354504,0.10787159530957124,1542.48234283,2,1125.3252696729894
Overall,15,14 - Respondent is between 30 and 34 years old,0.0014420073994017818,0.0009541008409779674,0.0003814483209671502,0.005435256612619987,0.014228456455722037,0.009473340200685047,0.0037034263757516044,0.053071936326737144,0.09640323668470606,0.052068647502922005,0.03111568523545073,0.2616802468900009,7690.53662855,3,5164.419388007627
Overall,15,15 - Respondent is between 35 and 49 years old,0.003600933842877915,0.002658869439850841,0.0008150864577823998,0.015758237458383992,0.011155822084857266,0.008228395488231713,0.0025154696611988645,0.0480452889875994,0.24073501820097448,0.16679849792239146,0.048265156703794596,0.6646907219936151,19204.5572215,3,13599.182189573905
Overall,15,16 - Respondent is between 50 and 64 years old,0.0032066618587351372,0.0032084902420995865,0.0004282040116197654,0.02358807051586534,0.010970656564429353,0.01111505626393097,0.0014151985391538614,0.07988353384591534,0.2143765574737736,0.18097009858689256,0.03056128064409956,0.7025554202945105,17101.819651,1,17101.819651
Overall,15,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,8 - Respondent is 19 years old,0.004384647577918619,0.0032610118961774767,0.0009812864159975182,0.019362986054573227,0.956156514753621,0.04393646505600578,0.7265485528789012,0.9944445766080281,0.2931290216738603,0.16152976407777547,0.07972845684443183,0.6649810872390084,23384.271686300002,2,17202.5944465209
Overall,15,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,Overall,0.033056455688580226,0.015104496551547913,0.013059805607589752,0.08115352942369503,0.033056455688580226,0.015104496551547913,0.013059805607589752,0.08115352942369503,1.0,0.0,N/A,N/A,176297.21136558,15,82545.77665265542
Overall,16,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,12 - Respondent is 24 or 25 years old,0.00036753582393951687,0.000367755568549263,4.923674673094812e-05,0.00273789778906826,0.02363470474533056,0.024378089960158358,0.00289172746064088,0.16808842943078092,0.011118428043284955,0.012164355829403345,0.0012169551974372703,0.09399904448853695,1960.1478588,1,1960.1478588
Overall,16,13 - Respondent is between 26 and 29 years old,0.0016820577047896243,0.0010755636450755616,0.0004652094930597871,0.006062509706866779,0.026168021213379827,0.017045882523296224,0.006962455030673957,0.09336994054766873,0.05088439367595941,0.03898898235892267,0.010482646090897895,0.21341661947489107,8970.7767071,3,5740.973068420651
Overall,16,14 - Respondent is between 30 and 34 years old,0.007388401626625802,0.0034397644387738273,0.0028931885868331408,0.018736686974602117,0.07290222703811543,0.03494945270817218,0.027078467367218383,0.1817828229127216,0.22350858471430798,0.1301773118807653,0.05997916204719569,0.5649394434869711,39403.9402014,6,18355.171306582724
Overall,16,15 - Respondent is between 35 and 49 years old,0.002493435441860534,0.0018142508691657085,0.0005772256124967062,0.010702745145962905,0.0077247523512518615,0.005592486199219382,0.001794868785194624,0.03260583824992448,0.07542960640882994,0.061419163222737175,0.01372057455269971,0.3236133458896476,13298.02926428,3,9613.567732964775
Overall,16,16 - Respondent is between 50 and 64 years old,0.021125025091364748,0.014682358963042359,0.005157844535820788,0.08242649137217742,0.07227310062674679,0.048795376490854775,0.01774036674970239,0.2515132613925752,0.6390589871576177,0.18091971904746879,0.2681308061844224,0.8953591853347718,112664.31733399999,2,79672.27430881513
Overall,16,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,17,Overall,0.05702298829146971,0.01811093553360083,0.029825919262062708,0.10630263766507808,0.05702298829146971,0.01811093553360083,0.029825919262062708,0.10630263766507808,1.0,0.0,N/A,N/A,304115.9014210699,22,100229.18160794419
Overall,17,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,17,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,17,11 - Respondent is 22 or 23 years old,0.000263048848674166,0.0002622254827708707,3.550836660744586e-05,0.0019458497835986525,0.038878897425519865,0.04092893354409074,0.004462159122303192,0.2674405464883858,0.0046130316308504735,0.00470734140913757,0.0005908439418094635,0.03505594162653993,1402.8962727,1,1402.8962727
Overall,17,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,17,13 - Respondent is between 26 and 29 years old,0.005376057931487887,0.0029245436516580027,0.0017985766887195324,0.015955630375337867,0.0836361306719432,0.046247332771484205,0.026443206432612273,0.23470734124315104,0.09427878286575367,0.05508208276153423,0.027702970685782376,0.27551298574635175,28671.677036099998,4,15482.468112540311
Overall,17,14 - Respondent is between 30 and 34 years old,0.005663469405390589,0.003373245438598973,0.0017072200491409669,0.018616814348553473,0.055882118119743134,0.03207950006988434,0.017152995616149472,0.1671819357698789,0.09931905666609564,0.06272872260997789,0.02625524855027654,0.31080812755742915,30204.5044463,3,18178.93345961854
