RC-EVER USED NEEDLE TO INJECT DRUGS,AGE WHEN FIRST USED HEROIN,RECODE - FINAL EDITED AGE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,11,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,13 - Respondent is between 26 and 29 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,14 - Respondent is between 30 and 34 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,15 - Respondent is between 35 and 49 years old,0.0001323274902079623,0.00013410531169552955,1.728054619532091e-05,0.0010125352822514446,0.0004864540642731816,0.0004928671523643116,6.353153890895433e-05,0.0037142680885721485,0.12885269513425704,0.1381739719519309,0.012326738215797446,0.6367529889590726,604.44178615,1,604.44178615
Overall,11,16 - Respondent is between 50 and 64 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,8 - Respondent is 19 years old,0.0003692168242164616,0.0003707808609637376,4.9101603407866983e-05,0.002770523444499693,0.14012996054013704,0.13368002166660634,0.01724934934501709,0.6020847190592776,0.3595215386797964,0.2983328273906495,0.039935510195044766,0.8833817583947023,1686.4982201,1,1686.4982201
Overall,11,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,Overall,0.005107074347372891,0.004135999446059332,0.0009997511290632248,0.025655351675803236,0.005107074347372891,0.004135999446059332,0.0009997511290632248,0.025655351675803236,1.0,0.0,N/A,N/A,23327.9504937,3,18813.776207860494
Overall,12,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,13 - Respondent is between 26 and 29 years old,0.0007438140908565528,0.0007431870802951512,9.989059264953144e-05,0.005515755984133905,0.0076270515087090394,0.007814609517795371,0.000965241717825849,0.057615104711402174,0.14564387362779926,0.1697947471670109,0.010878960806904274,0.725442000304973,3397.5730737,1,3397.5730737
Overall,12,14 - Respondent is between 30 and 34 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,15 - Respondent is between 35 and 49 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,16 - Respondent is between 50 and 64 years old,0.004038011228247447,0.004042017932855454,0.0005382438618445899,0.029619562843699973,0.011321804493800857,0.01106098525651789,0.001571114600982958,0.0769250239031264,0.7906701476403263,0.20782299538059792,0.2327105234188107,0.9791842130441983,18444.714061,1,18444.714061
Overall,12,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,9 - Respondent is 20 years old,0.00032524902826889195,0.0003355960132493292,4.0925151448967806e-05,0.0025797918290436615,0.07912263753742772,0.07959574819136789,0.009485067348492795,0.435326968574462,0.06368597873187452,0.07859622244131367,0.0047949054688316535,0.48985685923746486,1485.663359,1,1485.663359
Overall,13,Overall,0.002875750962986921,0.0016263318147390314,0.0009222755413547407,0.008929907231582738,0.002875750962986921,0.0016263318147390314,0.0009222755413547407,0.008929907231582738,1.0,0.0,N/A,N/A,13135.7743267,4,7560.547753664729
Overall,13,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,12 - Respondent is 24 or 25 years old,0.0008281870473581597,0.0008254045324737266,0.00011177475297313243,0.006108341387379725,0.026895654850739525,0.026980061281248968,0.003473621279780638,0.17975987768132018,0.2879898357046734,0.2502862464535856,0.03367268129074782,0.8244050064061272,3782.9694902,1,3782.9694902
Overall,13,13 - Respondent is between 26 and 29 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,14 - Respondent is between 30 and 34 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,15 - Respondent is between 35 and 49 years old,0.001324926929179567,0.0013078201838704,0.00018218091016056784,0.009567060386391938,0.004870613721695183,0.004817229731996964,0.000664427385810035,0.03477759071773527,0.46072380614050856,0.2949468552292711,0.07297831039196045,0.902644227100801,6051.9639444,1,6051.9639444
Overall,13,16 - Respondent is between 50 and 64 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,6 - Respondent is 17 years old,0.0007226369864491943,0.0005505640799566607,0.00015634763534042525,0.0033331821677364316,0.3476812137528167,0.22778507920850688,0.06620262055291273,0.800279905070782,0.25128635815481803,0.19713827752668722,0.03930255581148378,0.733576181952726,3300.8408921,2,2494.946209308553
Overall,13,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,Overall,0.01319235175366181,0.009052047357626082,0.0032969571899395715,0.05126005790699651,0.01319235175366181,0.009052047357626082,0.0032969571899395715,0.05126005790699651,1.0,0.0,N/A,N/A,60259.65311494,9,43059.96610571801
Overall,14,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,11 - Respondent is 22 or 23 years old,0.0009148841301130218,0.0006532391301801038,0.00021790175261332051,0.0038326938297654376,0.03687365727955939,0.02694772653043417,0.008270417562647193,0.14948971309378997,0.06934958582036571,0.06560432649180985,0.00958050074893397,0.3646939493082642,4178.9819852,2,2975.97203315819
Overall,14,12 - Respondent is 24 or 25 years old,0.0007199355925077515,0.0006284643551193152,0.00012460291336232465,0.004147872366264147,0.02338015219221041,0.019818615862554945,0.004170409570811965,0.12037772033805634,0.05457219500745336,0.05774024499917801,0.006060145192557008,0.3533643977612123,3288.50154087,2,2863.7225263218993
Overall,14,13 - Respondent is between 26 and 29 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,14 - Respondent is between 30 and 34 years old,0.00020548959318113556,0.000208354051508569,2.6805249525450783e-05,0.0015734132760468421,0.001590654857392746,0.0016672880108181227,0.0001933727621564766,0.012953671669881239,0.01557641859603218,0.018946091697783204,0.0013210206592474715,0.15914981122247704,938.62958137,1,938.62958137
Overall,14,15 - Respondent is between 35 and 49 years old,0.00147004489553948,0.0012740572373883751,0.00025747503958912875,0.008345501116313136,0.005404087336466355,0.004704009857276128,0.0009359248211442373,0.030551224527091497,0.11143160241550099,0.11684080868487953,0.011585211407928139,0.5729681969193997,6714.8297076,2,5844.938153756476
Overall,14,16 - Respondent is between 50 and 64 years old,0.009236862374921547,0.008968542144244501,0.0013005484798444156,0.06256867975876128,0.025898380176222324,0.023983562087164463,0.003923488076408069,0.15215121860979805,0.7001679872853349,0.23251446144486412,0.20156938871849478,0.9557529280617554,42191.880036,1,42191.880036
Overall,14,17 - Respondent is 65 years old or older,0.0006451351673988733,0.0006463924234997293,8.616348117838762e-05,0.004812891311009622,0.008869289861684976,0.00901522108099882,0.0011393830076638098,0.06559717349234499,0.048902210875312865,0.058126016569415975,0.004160483186686184,0.3875473363634645,2946.8302639,1,2946.8302639
Overall,14,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,Overall,0.018155926027745108,0.00925966599367022,0.006472115827580376,0.04987318646510353,0.018155926027745108,0.00925966599367022,0.006472115827580376,0.04987318646510353,1.0,0.0,N/A,N/A,82932.12801187999,16,43285.67133159006
Overall,15,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,10 - Respondent is 21 years old,0.0013858987515695904,0.0014030885251176618,0.00018109392641010578,0.010521830351106052,0.2322187486695791,0.1880151827208502,0.03509716724376524,0.7155017362768251,0.07633313494732902,0.07786244688973137,0.008912393609927054,0.4316484606430839,6330.469319,1,6330.469319
Overall,15,11 - Respondent is 22 or 23 years old,0.0007417164875627595,0.0005260179721661472,0.00017839909451819818,0.00307830232128209,0.029894276948064517,0.02151342753815126,0.006897047794375967,0.12028488692874605,0.04085258369247045,0.03453359194825432,0.007201265209115222,0.20006659359959053,3387.9917004,2,2404.3741341400855
Overall,15,12 - Respondent is 24 or 25 years old,0.00036985014902521146,0.00031389914469102416,6.722639853602627e-05,0.002031984930216853,0.012011008849278472,0.01011562775047792,0.002189229698948363,0.06311027809494556,0.020370767564266475,0.019978645072404506,0.0027760902050293452,0.13444511723028604,1689.39110334,2,1432.2329589550511
Overall,15,13 - Respondent is between 26 and 29 years old,0.0007197486006447438,0.0007286758873189053,9.412194910979492e-05,0.0054811072016910595,0.007380284560241538,0.007633106412629596,0.0009162120921570998,0.05685452041617805,0.039642626850586136,0.040436855237938954,0.00486518734144779,0.25845236229874397,3287.6474047,1,3287.6474047
Overall,15,14 - Respondent is between 30 and 34 years old,0.00013190130603996344,0.00013154718508508935,1.7791791109180687e-05,0.000977148998830354,0.0010210222809871035,0.0010248156395562015,0.00013582447461930522,0.007631217103919128,0.007264917572279019,0.008146628555110091,0.0007563734313701256,0.06607565272597024,602.4950741,1,602.4950741
Overall,15,15 - Respondent is between 35 and 49 years old,0.0009354760229157722,0.0009233976586570261,0.0001286866817006989,0.006766128993162881,0.00343893859592077,0.0034012463720928562,0.0004698875414202358,0.024704673022953892,0.05152455575585723,0.05571739801319461,0.005471067925137739,0.3491450326228925,4273.0410537,1,4273.0410537
Overall,15,16 - Respondent is between 50 and 64 years old,0.006476533552049076,0.006085421415404957,0.0009744729322222147,0.04174614350675591,0.018158950663855828,0.017043745740500653,0.00270393707098867,0.11202784884597511,0.356717335273999,0.2592346756061607,0.054231795226411125,0.8428315647585348,29583.327713,2,28071.99691776684
Overall,15,17 - Respondent is 65 years old or older,0.006771594050722009,0.006703550942432064,0.0009200547615805819,0.04804903908131889,0.09309557670475227,0.08657013822084905,0.012920796643183373,0.44598445095125355,0.37296880590799664,0.27062342943167383,0.055003676299200666,0.8587295635176468,30931.096756,1,30931.096756
Overall,15,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,5 - Respondent is 16 years old,3.060346559054467e-05,3.052130318607163e-05,4.128490235870518e-06,0.00022681732793695044,1.0,0.0,N/A,N/A,0.001685591004489541,0.00189016374553352,0.0001768407663495273,0.01586230878563631,139.78964896,1,139.78964896
Overall,15,6 - Respondent is 17 years old,2.889908013355045e-05,2.870738840725338e-05,3.929613294905226e-06,0.00021249529763549559,0.013904169653069846,0.015404017044775464,0.0014742008330027587,0.118682552391918,0.0015917161200914851,0.0017932353871317995,0.0001652625439207515,0.015144027463406998,132.00440503,1,132.00440503
Overall,15,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,8 - Respondent is 19 years old,0.0004347905321081483,0.0004322859888100478,5.89908593419688e-05,0.0031969578109645436,0.16501734512460917,0.15305635000964884,0.02078517342105655,0.6478929910963717,0.0239475822628777,0.026500000681695293,0.0025103486035823776,0.19302426399116365,1986.0239578,1,1986.0239578
Overall,15,9 - Respondent is 20 years old,0.00012891402938373884,0.0001075954293068258,2.4110129947190915e-05,0.0006889742705982225,0.03136064102852985,0.028046566996202327,0.005042500508386605,0.1713798335765182,0.007100383047757408,0.006877828048776389,0.0010067740238078426,0.04829326362110313,588.84987585,2,482.60739454663087
Overall,16,Overall,0.027620045264850113,0.008294909986561285,0.015044950415663122,0.0501704618159289,0.027620045264850113,0.008294909986561285,0.015044950415663122,0.0501704618159289,1.0,0.0,N/A,N/A,126162.06554807998,27,39962.00867434305
Overall,16,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,16,11 - Respondent is 22 or 23 years old,0.0015117383027178316,0.0007723127142916955,0.0005414799117785861,0.004213238845430433,0.06092937699543851,0.031660104341481574,0.020906249282130702,0.1646854294210668,0.054733375279500486,0.030337926187776587,0.01751938293554856,0.15826239356769362,6905.27567968,5,3528.28666120512
Overall,16,12 - Respondent is 24 or 25 years old,0.00022072757560557293,0.00022094659188470216,2.9551203573475045e-05,0.0016466496302008635,0.007168202773111762,0.007168511337482462,0.0009538458299380095,0.05177136794484639,0.007991571827236496,0.008185817381048769,0.001011510959999378,0.06023420927259366,1008.2332087,1,1008.2332087
Overall,16,13 - Respondent is between 26 and 29 years old,0.007709320586472883,0.0033829779050675124,0.0031859211114215386,0.01853566014151072,0.07905118487667818,0.03341560391579926,0.03301496259634221,0.177497402983572,0.2791204906634942,0.11509071492223454,0.10932081995423308,0.5498440288405382,35214.4176389,7,15133.318468115445
