"Record.ID","Survey.Identifier","Survey.Timestamp","q1_adap_loss","X.choice.I.dont.know.","q2_oahs_loss","X.choice.I.dont.know..1","q3_support_loss","X.choice.I.dont.know..2","q4_rural_percentage","X.choice.I.dont.know..3","X.choice.Alabama.","X.choice.Alaska.","X.choice.Arizona.","X.choice.Arkansas.","X.choice.California.","X.choice.Colorado.","X.choice.Connecticut.","X.choice.Delaware.","X.choice.District.of.Columbia.","X.choice.Florida.","X.choice.Georgia.","X.choice.Hawaii.","X.choice.Idaho.","X.choice.Illinois.","X.choice.Indiana.","X.choice.Iowa.","X.choice.Kansas.","X.choice.Kentucky.","X.choice.Louisiana.","X.choice.Maine.","X.choice.Maryland.","X.choice.Massachusetts.","X.choice.Michigan.","X.choice.Minnesota.","X.choice.Mississippi.","X.choice.Missouri.","X.choice.Montana.","X.choice.Nebraska.","X.choice.Nevada.","X.choice.New.Hampshire.","X.choice.New.Jersey.","X.choice.New.Mexico.","X.choice.New.York.","X.choice.North.Carolina.","X.choice.North.Dakota.","X.choice.Ohio.","X.choice.Oklahoma.","X.choice.Oregon.","X.choice.Pennsylvania.","X.choice.Rhode.Island.","X.choice.South.Carolina.","X.choice.South.Dakota.","X.choice.Tennessee.","X.choice.Texas.","X.choice.Utah.","X.choice.Vermont.","X.choice.Virginia.","X.choice.Washington.","X.choice.West.Virginia.","X.choice.Wisconsin.","X.choice.Wyoming.","NA.","NA..1"
11,NA,"2025-02-27 08:16:33",100,0,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ADAP is crucial. It might be feasible for ADAP to do selective drug approvals which might reduce costs a little.","Complete"
12,NA,"2025-02-27 08:57:00",50,0,20,0,80,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vast majority of patients living under 500%FPL live month to month and will not be able to choose medication over other basic needs. ","Complete"
13,NA,"2025-02-27 09:51:53",22,0,76,0,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Currently our clinic is at 90% viral suppression. It has been proven over time that viral suppression rates for RW clinics are higher than non RW clients.  There are so many aspects that work toward keeping our patients virally suppressed...it truly takes a village.  Our patients will not receive one on one care like they do in a RW clinic in the outside medical clinics.","Complete"
14,NA,"2025-02-27 10:11:14",95,0,50,0,25,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ryan White funded programs are more than the sum of their parts. Each funding line provides inestimable benefit, but in the aggregate they represent a vote of confidence in the patient and a critical intervention for public health. Being able to say ""yes, let's address that"" (from nutrition to mental health to substance abuse recovery to transportation to MCM) is such a strong demonstration of faith in the person and partnership with them in approaching better health.","Complete"
15,NA,"2025-02-27 10:27:08",100,0,100,0,95,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"If our organization were to lose funding from Ryan White, rural areas in Tennessee would lack support for their HIV care. We are the sole provider serving the rural regions of middle Tennessee, which encompasses 13 counties that would otherwise have no access to their necessary medications. This could lead to a resurgence of AIDS, resulting in severe health consequences for individuals in these communities.","Complete"
16,NA,"2025-02-27 10:34:33",NA,1,NA,1,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Viral suppression is so much easier to achieve now from a medical standpoint -- it would be shockingly wasteful to allow even a small number of patients to suffer from advanced HIV (AIDS) or pass the infection on to others when effective therapy is available!","Complete"
17,NA,"2025-02-27 10:37:32",20,0,100,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"We must be cognizant of the fact that Ryan White funding cuts will not come uncoupled from cuts to Medicare, Medicaid, the ACA, HOPWA, and many other programs that support people living with HIV. Without many of these supports, even maintaining Ryan White funding will not be enough to sustain and continue the gains that we've made in the HIV epidemic. ","Complete"
18,NA,"2025-02-27 11:08:44",100,0,50,0,25,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PLWH who receive care through the Ryan White program experience a 90% viral suppression rate, compared to just 65% for those who seek care elsewhere. Reductions in funding for these essential services could limit access to vital programs like ADAP, OAHS, and other supportive services, leading to a dramatic drop in viral suppression rates while also having broader public health consequences, including increased transmission rates and worsened health disparities, ultimately reversing years of progress in controlling the HIV epidemic. ","Complete"
19,NA,"2025-02-27 11:31:09",85,0,45,0,10,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N/A","Complete"
20,NA,"2025-02-27 11:45:07",30,0,15,0,NA,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I think we should take into account that Medical Case Management (MCM) is funded by Ryan White. MCM assist patients connect with support services such as housing, food security, and psychosocial support services for patients at risk of falling out of care. Not only would these patients be at risk for becoming virally unsuppressed but they also are at risk of losing housing and other support/navigation services. ","Complete"
21,NA,"2025-02-27 11:58:09",95,0,75,0,75,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
22,NA,"2025-02-27 13:24:35",43,0,97,0,100,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"When cutting Ryan White services, important irreplaceable staff roles would disappear leaving a tremendous gap in meeting the needs of the HIV community.  This work requires highly trained providers, case managers, and support staff. ","Complete"
23,NA,"2025-02-27 13:59:14",20,0,NA,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Guess based on maintaining Medicaid expansion. The estimated percentages will/would be worse with cuts to Medicaid. Current VS in the region is between 70% for the most vulnerable and 95% for RWPA clients.  These estimates are based on those data.","Complete"
24,NA,"2025-02-27 14:07:12",75,0,60,0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
25,NA,"2025-02-27 14:13:01",NA,1,NA,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
26,NA,"2025-02-27 14:36:47",75,0,50,0,90,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
27,NA,"2025-02-27 15:47:43",49,0,51,0,0.5,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
28,NA,"2025-02-27 16:08:06",22,0,76,0,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A significant rise in HIV and AIDS later on should be expected with funding cuts. Ryan white funding equals access to care for HIV and treatment equals prevention.","Complete"
29,NA,"2025-02-28 10:38:39",NA,1,40,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The wrap around services provided by Ryan White funds is critical in achieving and maintaining VL suppression.  In Maryland, those in RW programs have 90% suppression compared to 60% of those who do not.  If anything, we need more resources to get to the 95% benchmark as those are the most difficult clients to reach.","Complete"
30,NA,"2025-02-28 10:47:16",NA,1,NA,1,NA,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
31,NA,"2025-02-28 14:56:34",100,0,100,0,0,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
32,NA,"2025-02-28 18:28:10",50,0,25,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
33,NA,"2025-03-02 17:40:04",25,0,33,0,25,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"this is very difficult to guess.  we have a in clinic pharmacy which gets some 340B funding.  we would be able to enroll most on Gilead and other insurance plans patient assistance programs to keep them on meds.  the unknown is how much our 340B could continue to support their medical visits, lab testing, transportation, etc.","Complete"
34,NA,"2025-03-03 10:56:40",80,0,25,0,95,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
35,NA,"2025-03-03 11:53:19",75,0,50,0,50,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
36,NA,"2025-03-03 12:51:33",90,0,10,0,10,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"insurance companies will probably end thier support   of programs that cover copays and drugs","Complete"
37,NA,"2025-03-04 09:11:26",75,0,50,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"There's a very small percentage <5% that would be able to afford doctor visits and ART medications each month indefinitely.  Only those eligible for Medicaid MAY be able to maintain care and treatment, but they must be disabled to have Medicaid in SC.  Losing RW funding in ANY capacity would be devastating!","Complete"
38,NA,"2025-03-04 21:51:01",90,0,70,0,50,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
39,NA,"2025-03-05 09:32:16",65,0,60,0,75,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Any funding cuts to Ryan White Programs would be devastating or catastrophic to the lives of those living with HIV. There will be a marked increase in the number of newly diagnosed HIV cases due to viral suppression not being maintained. ","Complete"
40,NA,"2025-03-05 10:55:00",46,0,94.5,0,5.5,0,100,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"","Complete"
41,NA,"2025-03-05 13:38:44",30,0,30,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
42,NA,"2025-03-05 20:54:32",30,0,25,0,15,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Ryan White-funded clinics use funds for staffing. Loss of funding would mean loss of staff critical for linkage and retention. Loss of staff alone would lead to a significant percentage of patients falling out of care.","Complete"
43,NA,"2025-03-05 21:11:51",85,0,50,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"We still have high rates of newly diagnosed and already have shortages of providers and appointments.  Less grants funds would result in less providers and support providers (SW and navigators) resulting in more missed appointments, more missed appointments and longer wait times for new and out of care patients resulting in longer time with elevated VL and transmission.","Complete"
44,NA,"2025-03-05 21:16:28",40,0,25,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"my ADAP estimate is challenging as some are getting their insurance from ADAP. If just meds, some could use copay cards for their ART. Made my best guess:)","Complete"
45,NA,"2025-03-06 07:16:01",75,0,NA,1,30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Many patients will only be able to access to HIV care from Emergency rooms when their symptoms require emergent care. The cost of reactive rather than proactive care will be exponentially higher and will overburden health systems and cost tax payers dramatically more while simultaneously increasing new incidence of HIV infection as community Viral load suppression drops.  ","Complete"
46,NA,"2025-03-06 15:15:26",20,0,60,0,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Critical Access Hospital in a rural area where patients have very little income and transportation.","Complete"
47,NA,"2025-03-06 15:17:56",20,0,60,0,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"We are a Critical Access in a very rural area. Most patients have no funding or transportation. Ending the Ryan White would impact our entire region. ","Complete"
48,NA,"2025-03-07 15:01:21",90,0,NA,1,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Complete"
49,NA,"2025-03-07 15:11:02",75,0,25,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"it would trigger a whole new epidemic","Complete"
50,NA,"2025-03-07 15:12:01",85,0,50,0,NA,1,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
51,NA,"2025-03-07 15:12:14",70,0,50,0,90,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
52,NA,"2025-03-07 15:14:06",100,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
53,NA,"2025-03-07 15:15:22",85,0,60,0,35,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Using our 340b pharmacy, I am able to come up with relatively affordable non-integrase based regimens but these are know to be associated with worse outcomes. So, of the ADAP patients that are able to afford second line generic regimens, quality of life would decrease. ","Complete"
54,NA,"2025-03-07 15:15:44",70,0,60,0,60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cuts in Ryan White grant would significantly impact viral suppression rates and increase HIV burden ( hospital admission rates)","Complete"
55,NA,"2025-03-07 15:17:53",25,0,50,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It will be a real mess and will probably go back to what it was like it the 80s as far as HIV care ","Complete"
56,NA,"2025-03-07 15:22:18",90,0,NA,1,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
57,NA,"2025-03-07 15:23:13",100,0,80,0,15,0,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The cost savings from RW program due to limiting new infections, preventing complications leading to hospitalizations is tremendous","Complete"
58,NA,"2025-03-07 15:24:59",80,0,20,0,20,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
59,NA,"2025-03-07 15:27:28",100,0,100,0,100,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
60,NA,"2025-03-07 15:30:01",90,0,100,0,90,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","Complete"
61,NA,"2025-03-07 15:31:05",90,0,50,0,NA,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
62,NA,"2025-03-07 15:31:43",55,0,25,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","Complete"
63,NA,"2025-03-07 15:45:34",100,0,100,0,100,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
64,NA,"2025-03-07 15:45:37",80,0,80,0,80,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","Complete"
65,NA,"2025-03-07 15:47:04",100,0,50,0,30,0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The negative impact on the public health and safety of the community at large. Patients and the community depend on Ryan White funding tremendously to decrease the effects of HIV/AIDS. ","Complete"
66,NA,"2025-03-07 15:48:51",100,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
67,NA,"2025-03-07 15:58:36",40,0,NA,1,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
68,NA,"2025-03-07 16:04:42",50,0,25,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","Complete"
69,NA,"2025-03-07 16:09:53",75,0,60,0,25,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
70,NA,"2025-03-07 16:10:44",80,0,20,0,NA,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Complete"
