RC-EVER USED NEEDLE TO INJECT DRUGS,AGE WHEN FIRST USED COCAINE,RECODE - FINAL EDITED AGE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,11,14 - Respondent is between 30 and 34 years old,0.0007506029081546499,0.0007542194944976603,9.966106849556479e-05,0.0056292716080294765,0.006578925038955778,0.00658025297196682,0.0008757514201527184,0.047651616287045534,0.12606197291646665,0.12618825189447566,0.014247503746990468,0.5900935030693184,3527.2179978,1,3527.2179978
Overall,11,15 - Respondent is between 35 and 49 years old,0.0017201553096209729,0.0017187378778634737,0.00023074162219124733,0.012701442735669081,0.006122675681703492,0.006145078144272405,0.0008097769111345154,0.04473265395479275,0.2888959924051849,0.23758712399318035,0.03828483006054794,0.8056769155867256,8083.3190242,1,8083.3190242
Overall,11,16 - Respondent is between 50 and 64 years old,0.002999835272252624,0.002313016262299343,0.0006360809973565048,0.014024319641418094,0.00893094313895103,0.006932907151000619,0.0018652077195088278,0.04164613510203513,0.5038151980709574,0.25174330134608464,0.11842587160632445,0.8847237532866071,14096.765210700001,2,10770.607018530434
Overall,11,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,Overall,0.005485347616301834,0.0027611600201261485,0.0019916473769584666,0.015015406788820192,0.005485347616301834,0.0027611600201261485,0.0019916473769584666,0.015015406788820192,1.0,0.0,N/A,N/A,25776.634524340003,8,13312.489428684812
Overall,12,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,12 - Respondent is 24 or 25 years old,0.0005535256386208918,0.000544895154616866,7.658859111318355e-05,0.003988626374174835,0.0192876939303096,0.01836742940655084,0.00278934512083089,0.12148218448562678,0.10090985610025444,0.1041332395163186,0.011068659010414029,0.5295146253465474,2601.1164806,1,2601.1164806
Overall,12,13 - Respondent is between 26 and 29 years old,0.00012282190616710138,0.00012253629390549778,1.6555314047949545e-05,0.0009105799875153998,0.0015738902040366317,0.0015839730241311509,0.00020810850462394667,0.011797305356494552,0.022390906604002368,0.024751267709319066,0.0023579510718657495,0.18163512222203848,577.1622162,1,577.1622162
Overall,12,14 - Respondent is between 30 and 34 years old,7.646316372078225e-05,7.63138778367818e-05,1.02993867952856e-05,0.0005674251788535028,0.0006701884803473008,0.000662378152270204,9.19876733731303e-05,0.004865064669516873,0.013939529282254122,0.015515187132668803,0.0014624337137031168,0.1200677985369205,359.31415175,1,359.31415175
Overall,12,15 - Respondent is between 35 and 49 years old,0.004234585045267435,0.002695867122725858,0.001176099864363214,0.015126306825421251,0.015072470918034188,0.009756439180958911,0.004071197795522572,0.054184240738132015,0.7719811653654777,0.15243420662147267,0.37289229727675416,0.9506820943317018,19899.0763593,3,12875.525216841974
Overall,12,16 - Respondent is between 50 and 64 years old,0.0004318799447453005,0.00043219492897298675,5.783703396217648e-05,0.0032171455410983513,0.001285769010402107,0.0012784383104959762,0.0001742595721744751,0.009420209580653644,0.0787333775277618,0.08292309507783943,0.008527330436728745,0.4592283329882269,2029.4814974,1,2029.4814974
Overall,12,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,7 - Respondent is 18 years old,6.607191778032274e-05,6.644738820140811e-05,8.764367848140223e-06,0.000497909623139175,0.04078587661273577,0.04714668080300556,0.0037647276050520235,0.32360600486665125,0.012045165120249529,0.013427178073440222,0.0012626430044448398,0.10520699842810215,310.48381909,1,310.48381909
Overall,12,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,Overall,0.020321062735601657,0.00810228855195603,0.009075869849694206,0.04486840658907874,0.020321062735601657,0.00810228855195603,0.009075869849694206,0.04486840658907874,1.0,0.0,N/A,N/A,95492.32681718998,15,38826.991049042874
Overall,13,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,12 - Respondent is 24 or 25 years old,9.38648388627451e-05,9.491915563240273e-05,1.2312646805665576e-05,0.000715187523410212,0.003270736089683499,0.003193286367871671,0.0004585895388807028,0.022931798383493195,0.0046190910428270966,0.004966508397297367,0.0005297481574795024,0.039042621814727674,441.08775146,1,441.08775146
Overall,13,13 - Respondent is between 26 and 29 years old,0.0041924414531535475,0.004145140316321567,0.0005727266196742853,0.030002511678626626,0.053723661682454044,0.051044801909052535,0.007499185836453504,0.29902839574683854,0.20631014763851718,0.1709592595953101,0.030937865383748014,0.6791184602682909,19701.036044,1,19701.036044
Overall,13,14 - Respondent is between 30 and 34 years old,0.004802474687112456,0.002747189660353844,0.0015187874473731784,0.015078430585287456,0.04209299034781487,0.02310345147203812,0.01371108099444887,0.12196054242217176,0.2363298981749965,0.12337869804241572,0.07269557281677323,0.5498802941172903,22567.691873199998,4,13029.565966455193
Overall,13,15 - Respondent is between 35 and 49 years old,0.006073293752574948,0.0032079007428620675,0.00209697216366115,0.01745769053639203,0.0216171224532777,0.0114180213192293,0.007415324988443093,0.061337347717790223,0.2988669358288428,0.15470383725555198,0.08821847920511623,0.6525315119669759,28539.49911102,7,15008.477811241362
Overall,13,16 - Respondent is between 50 and 64 years old,0.005108994034898698,0.005097470003807982,0.0006846278119901237,0.03706506410098429,0.0152102135890473,0.015087182244587327,0.002038409368734939,0.10457657743688073,0.2514137228634186,0.2046350957527142,0.03643913391972134,0.7489122208716087,24008.08139,1,24008.08139
Overall,13,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,9 - Respondent is 20 years old,4.999396899926449e-05,5.024081896071292e-05,6.641701988410213e-06,0.0003762122834522367,0.012552827736873981,0.013090159412260924,0.0015217971010069366,0.09586708322506063,0.0024602044513979643,0.0026501798551795217,0.0002817967913304828,0.021122810550369405,234.93064751,1,234.93064751
Overall,14,Overall,0.04699844911841051,0.01134785132286292,0.02879352225893787,0.07581506312790923,0.04699844911841051,0.01134785132286292,0.02879352225893787,0.07581506312790923,1.0,0.0,N/A,N/A,220854.16109923998,38,54545.31299045201
Overall,14,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,10 - Respondent is 21 years old,0.001574180109212466,0.001590648800947546,0.00020645586782194031,0.01189497244079344,0.21593725381471285,0.17694682498700495,0.032651188756809266,0.6920403569263921,0.033494299040514916,0.033335956125791974,0.0043611303850003575,0.21518150778320863,7397.3553162,1,7397.3553162
Overall,14,11 - Respondent is 22 or 23 years old,0.0009241056256533333,0.0009326291025392306,0.00012159177275184127,0.006986256494245491,0.055721581609237965,0.05363174276944,0.007559509158690385,0.31372830662970647,0.019662470634405196,0.019874385187888203,0.002522167518847721,0.1372573225886617,4342.5384571,1,4342.5384571
Overall,14,12 - Respondent is 24 or 25 years old,0.0008983023980997642,0.0006797077027556663,0.00019637974716114293,0.004098830650139856,0.03130149807437923,0.023212732971866993,0.006895709907622389,0.13071647133482228,0.019113447676465476,0.014409215850027635,0.004144666173250908,0.08360458717162363,4221.2844523,2,3169.855544636083
Overall,14,13 - Respondent is between 26 and 29 years old,0.007286576318609466,0.0031847976901461465,0.0030221869443069625,0.01746274222084906,0.09337317296819962,0.03941967635338663,0.03885015132966956,0.20786625988913485,0.1550386545788194,0.06558203829656607,0.0629060618617341,0.33401264712499124,34240.93199496,7,14650.585775127327
Overall,14,14 - Respondent is between 30 and 34 years old,0.004101741337547341,0.002085217099316256,0.0014751232760588139,0.011352167359181951,0.03595116471804332,0.01723925212889567,0.013545814893736187,0.09196108860640592,0.08727397210944526,0.045695840061793704,0.029323462485969953,0.23233705262600718,19274.81989603,5,9817.824905383977
Overall,14,15 - Respondent is between 35 and 49 years old,0.015116659341527646,0.004454851175112326,0.008344860462936357,0.02723281705421123,0.053805840682700404,0.015742441025731847,0.029651430139130578,0.0956962209541082,0.32164166318428705,0.10574213881427255,0.15191499144584056,0.5565531197800873,71035.89969713002,17,21777.605039104295
Overall,14,16 - Respondent is between 50 and 64 years old,0.017096883987760502,0.01007793430237463,0.005188160534992273,0.05483378616063166,0.05089989445762902,0.02907309396895814,0.015759412003169663,0.1522742164775584,0.3637754927760629,0.1511638782780258,0.13344009501378573,0.6797992496235552,80341.33128552,5,47876.48872891991
Overall,14,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,14,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,Overall,0.06534745510463508,0.011979581979001574,0.045027373480136565,0.09393562630024369,0.06534745510463508,0.011979581979001574,0.045027373480136565,0.09393562630024369,1.0,0.0,N/A,N/A,307079.43874366995,56,56293.65735232051
Overall,15,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,10 - Respondent is 21 years old,0.0009628557195406478,0.0006906469328012599,0.0002278143013386917,0.004059873060116196,0.13207918120717055,0.09070986786206034,0.03011752529337762,0.4271887974208004,0.014734402709316106,0.010830028140056746,0.0033310596900467224,0.06271867933300279,4524.6321142,2,3201.1414303383262
Overall,15,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,15,12 - Respondent is 24 or 25 years old,0.0030095680189837467,0.0014945495573104903,0.0011087587656317538,0.008142481379123136,0.10486890355654033,0.049248793985239216,0.03923986389451219,0.25152664265692143,0.04605486187893305,0.02266525427883372,0.016840587700935855,0.11977460868149015,14142.5011372,5,6959.230453069979
Overall,15,13 - Respondent is between 26 and 29 years old,0.01012569064821763,0.004439466845701201,0.004184666470422175,0.024295479854377796,0.12975474667078413,0.05242730626521022,0.05542575278934365,0.27476730641365266,0.15495156822869782,0.06054704395611258,0.06754456137559407,0.3170139061765686,47582.440604120005,7,20929.906889187485
