RECODE - FINAL EDITED AGE,RC-MOST RECENT USE OF ANY DRUG WITH A NEEDLE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
7 - Respondent is 18 years old,Overall,0.01674339820301025,0.000553591323389253,0.01566701875502305,0.01789238449478357,0.01674339820301025,0.000553591323389253,0.01566701875502305,0.01789238449478357,1.0,0.0,N/A,N/A,4511176.0414407505,1776,148102.56721454905
8 - Respondent is 19 years old,1 - Within the past 30 days,3.7959838893089015e-05,3.390420914391695e-05,6.3124738484746935e-06,0.00022823394011961139,0.01941675520729864,0.016967227011694293,0.003295375821468602,0.1060169227990142,0.0026044385364208836,0.0023238235731628683,0.00043281936996740716,0.015502905562463963,10227.5245249,2,9151.980368401455
11 - Respondent is 22 or 23 years old,81 - NEVER USED COC/HER/STM W/NEEDLE Log assn,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
11 - Respondent is 22 or 23 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
14 - Respondent is between 30 and 34 years old,2 - More than 30 days ago but within the past 12 mos,0.00023891156459049368,6.708138130144588e-05,0.00013592458613172423,0.00041989667326855306,0.20161733032052065,0.05141133412032607,0.11735410985661078,0.3241631202210527,0.0030164456992811846,0.0008431451246010236,0.0017198819046299026,0.005285272419798263,64369.975146979996,17,18009.904295930577
9 - Respondent is 20 years old,81 - NEVER USED COC/HER/STM W/NEEDLE Log assn,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
10 - Respondent is 21 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.01611549471090287,0.0006159562723099631,0.014923904561238968,0.017400546056342694,0.016398409831678094,0.0006252566735648982,0.015188705966038853,0.017702728605292855,0.9932178479250104,0.00265910644519037,0.9851350702334483,0.996919374035043,4341999.918673596,1710,154633.27304117236
1 - Respondent is 12 years old,81 - NEVER USED COC/HER/STM W/NEEDLE Log assn,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
15 - Respondent is between 35 and 49 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,98 - MISSING,0.0004471883095103042,8.664938987466707e-05,0.00030300874823039427,0.0006599270244742084,1.0,0.0,N/A,N/A,0.0004471883095103042,8.664938987466707e-05,0.00030300874823039427,0.0006599270244742084,120486.00668845003,38,23800.860534574174
8 - Respondent is 19 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.014445082841409738,0.0006276108806298129,0.013237210228405545,0.015761411280015302,0.014698673092903583,0.0006426282430982233,0.013462214251173159,0.016046849275707074,0.9910824574339527,0.002758834799558855,0.9834355773512552,0.9952163662016659,3891940.6228467273,1516,166129.54822311245
15 - Respondent is between 35 and 49 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
16 - Respondent is between 50 and 64 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.22553742656650327,0.00392326911421883,0.2177549919992435,0.23351497079260006,0.22949684260808637,0.003978563292177115,0.22160349879964497,0.23758552590578125,0.9746010323971648,0.0023057288949368073,0.9695347592556265,0.9788431851697976,60766579.33107567,5091,1257768.623463502
16 - Respondent is between 50 and 64 years old,81 - NEVER USED COC/HER/STM W/NEEDLE Log assn,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
14 - Respondent is between 30 and 34 years old,1 - Within the past 30 days,0.0003690906756833962,9.117461234418961e-05,0.0002247164347888111,0.0006061652290992028,0.18879277436411093,0.04639973933510328,0.1124052193042341,0.29957086895955226,0.004660058977129428,0.0011207626945620496,0.0028733926063755993,0.007549257839976804,99444.15064814998,20,24594.636954499685
8 - Respondent is 19 years old,97 - REFUSED,1.580070569848379e-05,1.578978503911303e-05,2.1230753453988355e-06,0.00011758428813244046,0.04631508388371448,0.04652757996688827,0.005819918906090748,0.2871841913603795,0.0010840922412678727,0.0010842031643637311,0.00014525531882654186,0.008042159756066009,4257.1862725,1,4257.1862725
Overall,3 - More than 12 months ago,0.013062857401862485,0.0007294443766636254,0.011675965176634143,0.014612051598059398,1.0,0.0,N/A,N/A,0.013062857401862485,0.0007294443766636254,0.011675965176634143,0.014612051598059398,3519527.4358011954,587,201338.84528361156
9 - Respondent is 20 years old,97 - REFUSED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
7 - Respondent is 18 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.016698042734372823,0.0005468271586432353,0.015634488928946127,0.01783263531812023,0.01699118476082944,0.0005577843574838071,0.01590639419543371,0.018148591949970646,0.9972911431665482,0.0012601029281084969,0.9931159407813367,0.998936783906404,4498955.91139399,1769,146421.95618625203
1 - Respondent is 12 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.013791344975215983,0.000359427315354389,0.013087737379405395,0.014532222104567238,0.01403345854971744,0.0003624822558137535,0.013323704519269421,0.014780454818152636,0.9931464426949553,0.002039452885392751,0.987559593221231,0.9962338679195408,3715803.9411768345,2164,105624.92211493339
17 - Respondent is 65 years old or older,81 - NEVER USED COC/HER/STM W/NEEDLE Log assn,5.831112076122836e-05,5.835892905928322e-05,7.810900126241953e-06,0.00043517097086880974,0.8930663261165512,0.1350557876322256,0.32781604029862543,0.9930565139470877,0.00032691978785659583,0.00032595618130784555,4.411077005086836e-05,0.0024185273334675784,15710.77315,1,15710.77315
9 - Respondent is 20 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.015435612188176136,0.0004453309827683852,0.014566185688588362,0.01635607168344272,0.01570659165016578,0.0004544596850605086,0.014819408755165747,0.016645989479527026,0.990638919924985,0.0029574498024293266,0.9823849259535339,0.9950448021473415,4158819.0786594283,1596,111768.17304463334
Overall,2 - More than 30 days ago but within the past 12 mos,0.0011849753402184457,0.0001455842152721006,0.0009258159782020427,0.001516569855502011,1.0,0.0,N/A,N/A,0.0011849753402184457,0.0001455842152721006,0.0009258159782020427,0.001516569855502011,319268.0661163799,92,38401.028362503755
13 - Respondent is between 26 and 29 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
7 - Respondent is 18 years old,98 - MISSING,2.835222611385033e-05,1.860229049931351e-05,7.590104323565289e-06,0.00010590145280148397,0.06340108967718225,0.0432297623572411,0.015443412847079924,0.22608704004580382,0.0016933376229893975,0.0010946767944507562,0.0004617538891273246,0.006189443979597763,7638.9441149,3,5000.175833018005
6 - Respondent is 17 years old,Overall,0.015298015811680483,0.0004127259009244823,0.014490767357548714,0.016149497361913935,0.015298015811680483,0.0004127259009244823,0.014490767357548714,0.016149497361913935,1.0,0.0,N/A,N/A,4121746.468338027,2255,119035.5505904772
12 - Respondent is 24 or 25 years old,2 - More than 30 days ago but within the past 12 mos,9.10702290896681e-05,3.308311838488848e-05,4.390207587530868e-05,0.00018890601772199455,0.0768541133293792,0.029843438342055686,0.03453087697973127,0.16232953324202853,0.002799385280744936,0.0010110774129947968,0.0013544063249892589,0.005777054612921334,24537.064135759996,13,8899.977753062616
15 - Respondent is between 35 and 49 years old,Overall,0.2254176464705484,0.002763623924433398,0.21991524018110487,0.23101695507853703,0.2254176464705484,0.002763623924433398,0.21991524018110487,0.23101695507853703,1.0,0.0,N/A,N/A,60734306.963629015,11361,947743.1771702975
13 - Respondent is between 26 and 29 years old,97 - REFUSED,8.748388459986205e-05,8.513339877878401e-05,1.238845300505372e-05,0.0006175062940022558,0.25643306894226975,0.1920218086716536,0.043632673395953586,0.7227519782820863,0.0013483109151878046,0.0013063567184160958,0.0001923038783507955,0.009388234588894255,23570.794855019998,2,22877.570939886427
5 - Respondent is 16 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.01611779831086494,0.00040350843989775826,0.015327055127264467,0.016948634797827655,0.01640075387242546,0.00040754677344321925,0.01560194583390153,0.017239744036710393,0.9975926720904459,0.0012736656847751704,0.9930468124854621,0.9991690234989575,4342620.57792281,2450,115953.51139547104
8 - Respondent is 19 years old,81 - NEVER USED COC/HER/STM W/NEEDLE Log assn,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
11 - Respondent is 22 or 23 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
17 - Respondent is 65 years old or older,98 - MISSING,6.118558261844755e-05,3.9659242724105966e-05,1.6642664487915827e-05,0.00022491766645331903,0.1368228581052334,0.0801377537067961,0.03898435252581885,0.3824799373477547,0.0003430353837891783,0.0002220558755383396,9.345159915260121e-05,0.0012583506650467682,16485.2397968,3,10694.010206458574
17 - Respondent is 65 years old or older,Overall,0.17836522268516422,0.0033605178623583327,0.17171511248485435,0.18521528564810427,0.17836522268516422,0.0033605178623583327,0.17171511248485435,0.18521528564810427,1.0,0.0,N/A,N/A,48056966.06193679,3612,1024060.9360003123
13 - Respondent is between 26 and 29 years old,3 - More than 12 months ago,0.0008368322138856087,0.00012920335518153698,0.0006136803192675125,0.0011410359391022915,0.06406195736059203,0.009837230573494863,0.0469206574786713,0.08689447173696913,0.012897346903643563,0.0019293842934517199,0.009544975037496099,0.017406441694084892,225467.81652173,51,34991.774903637066
14 - Respondent is between 30 and 34 years old,97 - REFUSED,1.8489509692435314e-06,1.8472181039407142e-06,2.48562654991642e-07,1.3753411432410799e-05,0.00541965155680399,0.005660846214299407,0.0006606213228953956,0.04298738807427208,2.3344454710328193e-05,2.333006148440948e-05,3.136200711110079e-06,0.0001737429022216295,498.16310961,1,498.16310961
9 - Respondent is 20 years old,1 - Within the past 30 days,1.0733232687278483e-05,1.0706563998898744e-05,1.447393122990983e-06,7.958820547226394e-05,0.005490132670447258,0.0054472502540166,0.0007436696108044003,0.03933823453422668,0.0006888458913715077,0.0006943531697741806,9.088570686619471e-05,0.005200477012240556,2891.856334,1,2891.856334
9 - Respondent is 20 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
9 - Respondent is 20 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
6 - Respondent is 17 years old,98 - MISSING,2.3333844624610393e-05,1.3811882236027086e-05,7.106268785480166e-06,7.66151894695497e-05,0.05217901302062712,0.03136292820901767,0.015168940516385909,0.16441334414221032,0.0015252856914158971,0.0008973977180038353,0.0004675284786909535,0.004964274196001584,6286.8409118,3,3726.727237269585
2 - Respondent is 13 years old,81 - NEVER USED COC/HER/STM W/NEEDLE Log assn,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
4 - Respondent is 15 years old,Overall,0.016401272875696746,0.00040743663807358123,0.015602674822725149,0.01724003004275523,0.016401272875696746,0.00040743663807358123,0.015602674822725149,0.01724003004275523,1.0,0.0,N/A,N/A,4418997.168249448,2495,112622.52005874737
17 - Respondent is 65 years old or older,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
10 - Respondent is 21 years old,97 - REFUSED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
15 - Respondent is between 35 and 49 years old,1 - Within the past 30 days,0.0006877883702018474,0.0001664876392290024,0.00042293356501842306,0.0011183183370690197,0.35180914377029965,0.06360575342297697,0.2366142422836377,0.48728764439373,0.0030511735925328695,0.0007310200664047342,0.0018851336982173544,0.0049348955471846725,185310.91356821,34,44776.815950110926
9 - Respondent is 20 years old,3 - More than 12 months ago,0.00010837644187275558,4.3546865580406104e-05,4.835268697068532e-05,0.00024289400932034436,0.008296534099599328,0.0033160502973411683,0.0037096338786250425,0.01845002841843248,0.006955468951492577,0.0027730451156953912,0.0031173815284780927,0.015445753526102326,29199.8793856,8,11724.254821893854
11 - Respondent is 22 or 23 years old,2 - More than 30 days ago but within the past 12 mos,0.00012745600865173633,3.3532362116158284e-05,7.513789606449028e-05,0.0002161950650994135,0.10756005152667591,0.027962395976242033,0.06291387715894996,0.17787499883716856,0.0039033645691823695,0.0010521191047714851,0.002270420700382337,0.006702872748210697,34340.489642299995,19,9024.186730380989
10 - Respondent is 21 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
6 - Respondent is 17 years old,2 - More than 30 days ago but within the past 12 mos,9.350648502580474e-07,9.350984087005902e-07,1.2545957839295517e-07,6.96911082763844e-06,0.000789100682960771,0.0007941696330502379,0.00010443041869649176,0.0059359808684547695,6.112327649341936e-05,6.14014114804834e-05,8.126445083356044e-06,0.00045958153538413246,251.93464902,1,251.93464902
7 - Respondent is 18 years old,1 - Within the past 30 days,2.089650899499482e-06,1.4883755508908964e-06,4.997629150466705e-07,8.737380594757674e-06,0.0010688728184165138,0.000775653474632475,0.0002486537743766268,0.004582297433236075,0.00012480446765721605,8.983544985619537e-05,2.939672116200418e-05,0.0005296962639559223,563.01492436,2,400.7451195947799
Overall,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.982747405164329,0.0007933222725442378,0.9810795282332679,0.9842706126909931,1.0,0.0,N/A,N/A,0.982747405164329,0.0007933222725442378,0.9810795282332679,0.9842706126909931,264781766.23478544,56019,2272606.2021579472
7 - Respondent is 18 years old,2 - More than 30 days ago but within the past 12 mos,5.90477356274802e-06,5.9003575829415025e-06,7.934993054746294e-07,4.393854246119219e-05,0.004983034973250582,0.004989463733565678,0.0006630857847854081,0.0364213694931529,0.00035266279229304937,0.0003502162629250459,4.79658018292651e-05,0.0025879015333473915,1590.9239393,1,1590.9239393
8 - Respondent is 19 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
15 - Respondent is between 35 and 49 years old,3 - More than 12 months ago,0.0036194459468679926,0.0002917660219324338,0.003078259927582691,0.0042553712484192565,0.27707918991383435,0.01900864411400257,0.24056136020039554,0.31682784407190423,0.01605662202378147,0.0012846252042581709,0.013670287365890996,0.018851562082758507,975187.8107913099,189,81688.23007404954
16 - Respondent is between 50 and 64 years old,97 - REFUSED,2.607580926516033e-05,2.6077913759209978e-05,3.4982296280461736e-06,0.000194340805524453,0.07643350344583211,0.07445738728582423,0.009850046380692212,0.407752774075178,0.00011267979340414808,0.0001126325754186785,1.5130369949650306e-05,0.0008386282337472648,7025.6088156,1,7025.6088156
8 - Respondent is 19 years old,2 - More than 30 days ago but within the past 12 mos,8.843560599359389e-06,8.268805757332363e-06,1.3521018354872095e-06,5.78398134920041e-05,0.00746307564318521,0.00664695331496985,0.0012384424880816384,0.0436078158741859,0.0006067599519854198,0.0005630875599033731,9.402156880134794e-05,0.0039047527652141486,2382.7217278800003,2,2227.258058799972
Overall,1 - Within the past 30 days,0.0019550042469928313,0.00022868400403903746,0.0015455715526250127,0.0024726299199785977,1.0,0.0,N/A,N/A,0.0019550042469928313,0.00022868400403903746,0.0015455715526250127,0.0024726299199785977,526737.0585717399,122,61219.82052619195
7 - Respondent is 18 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
7 - Respondent is 18 years old,97 - REFUSED,9.008818061328043e-06,9.00207765367968e-06,1.210625654188495e-06,6.703535980357058e-05,0.026406679053807607,0.027046085857136748,0.003267791368574886,0.18326438283879182,0.0005380519505119559,0.0005371711564118357,7.23901553174951e-05,0.003987216851116396,2427.2470682,1,2427.2470682
Overall,13 - More than 12 months ago LOGICALLY ASSIGNED,9.725195084860185e-06,9.73500683391598e-06,1.3022887246461165e-06,7.262158189530571e-05,1.0,0.0,N/A,N/A,9.725195084860185e-06,9.73500683391598e-06,1.3022887246461165e-06,7.262158189530571e-05,2620.2606265,1,2620.2606265
14 - Respondent is between 30 and 34 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.07725547260782696,0.0013889051635197428,0.07451151894959805,0.08009173008819415,0.07861172891614887,0.0014116492614385577,0.07582271015786411,0.08149429093568167,0.9754108742841809,0.002874041996901498,0.9689276198530136,0.9805685257108601,20814952.429188054,4679,382214.9792307659
8 - Respondent is 19 years old,98 - MISSING,1.6217751746503528e-05,1.622401274744089e-05,2.1744012823219836e-06,0.0001209489806506935,0.03626604587285132,0.03565323324219477,0.004826195797701792,0.22600508011638681,0.0011127059243233716,0.0011130321528815107,0.00014902712175139912,0.008256521874065144,4369.5510456,1,4369.5510456
4 - Respondent is 15 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
15 - Respondent is between 35 and 49 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.22071644663087658,0.0027032998841555475,0.2153346047198441,0.2261940221575772,0.22459122809280757,0.0027375154467553123,0.21914061519273492,0.23013745628102858,0.9791444906231597,0.001646625847210196,0.9755673657319283,0.9822074486782219,59467662.05525315,11116,914298.946725759
7 - Respondent is 18 years old,3 - More than 12 months ago,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
9 - Respondent is 20 years old,98 - MISSING,1.1641402655437363e-05,1.1641722353390364e-05,1.5619583166392111e-06,8.675867983376337e-05,0.02603243959616328,0.025862116434180214,0.003433327218704591,0.17174889156673426,0.0007471311414411083,0.0007411808279986556,0.0001017820761833762,0.005461963033922515,3136.5446913,1,3136.5446913
10 - Respondent is 21 years old,1 - Within the past 30 days,2.6234782752922527e-05,1.7901845839385383e-05,6.662454363589231e-06,0.00010329890711964349,0.013419297064585214,0.00882568623636083,0.0035525845799188175,0.049332476464628974,0.0016168820712037617,0.0010978477501592263,0.0004130045380239884,0.006307828476578615,7068.4410639,3,4830.1082811035785
12 - Respondent is 24 or 25 years old,Overall,0.03253222402649544,0.0007667881574172678,0.03102682118545285,0.034108097044589704,0.03253222402649544,0.0007667881574172678,0.03102682118545285,0.034108097044589704,1.0,0.0,N/A,N/A,8765161.517613793,3573,200044.15704093626
15 - Respondent is between 35 and 49 years old,97 - REFUSED,6.120961672656741e-05,4.643118508501013e-05,1.333838174402709e-05,0.00028084168310896186,0.17941784292919385,0.12313270614733186,0.03916022881226162,0.5398037797109725,0.00027153870908045645,0.00020499704052028315,5.9593786710239566e-05,0.0012363324170275786,16491.715309799998,3,12513.89590459065
1 - Respondent is 12 years old,Overall,0.013886517015348149,0.0003631545237267196,0.013175674084213426,0.014635141985564048,0.013886517015348149,0.0003631545237267196,0.013175674084213426,0.014635141985564048,1.0,0.0,N/A,N/A,3741446.1568163144,2178,106358.26906747406
13 - Respondent is between 26 and 29 years old,98 - MISSING,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
5 - Respondent is 16 years old,98 - MISSING,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
14 - Respondent is between 30 and 34 years old,98 - MISSING,2.12813024470169e-05,2.125863794256394e-05,2.8616105208782024e-06,0.0001582466026306762,0.04758912966736786,0.046233616416524806,0.006398687350649899,0.27937958365733695,0.00026869311810601474,0.0002681451973120717,3.619063807102833e-05,0.0019919049360416054,5733.8241954,1,5733.8241954
2 - Respondent is 13 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
12 - Respondent is 24 or 25 years old,81 - NEVER USED COC/HER/STM W/NEEDLE Log assn,6.98203726746027e-06,6.964689113221312e-06,9.415426066747125e-07,5.177349911451863e-05,0.1069336738834487,0.13505578763222553,0.006943486052912328,0.6721839597013745,0.00021461911923924542,0.00021458484174055,2.8800171586769694e-05,0.00159742824881886,1881.1712449,1,1881.1712449
13 - Respondent is between 26 and 29 years old,81 - NEVER USED COC/HER/STM W/NEEDLE Log assn,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
6 - Respondent is 17 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
6 - Respondent is 17 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
3 - Respondent is 14 years old,Overall,0.015521381084316744,0.0004548386273684557,0.014633784794779676,0.016461914152312827,0.015521381084316744,0.0004548386273684557,0.014633784794779676,0.016461914152312827,1.0,0.0,N/A,N/A,4181927.8039420154,2445,121914.69691266709
3 - Respondent is 14 years old,97 - REFUSED,3.1604415495226364e-06,3.155468052981815e-06,4.254149846952894e-07,2.34787572544721e-05,0.009263897339076664,0.009642019624321081,0.0011322529147518795,0.07160889968397381,0.0002036185782923685,0.00020311462595417966,2.745171666912067e-05,0.0015086016493911078,851.51819396,1,851.51819396
Overall,97 - REFUSED,0.00034115679760303116,0.00010930995018311931,0.00017923946017582294,0.0006492484182546439,1.0,0.0,N/A,N/A,0.00034115679760303116,0.00010930995018311931,0.00017923946017582294,0.0006492484182546439,91917.92210046998,29,29331.371170699225
5 - Respondent is 16 years old,1 - Within the past 30 days,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
7 - Respondent is 18 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
2 - Respondent is 13 years old,3 - More than 12 months ago,1.3388668876758051e-05,1.2801942001344495e-05,1.961786853983503e-06,9.136799120331086e-05,0.0010249418228242399,0.0009772583001905772,0.00015083495802139786,0.0069294968772137455,0.0008842945463007456,0.0008426214588257359,0.00013031393954889567,0.005974647811994187,3607.3108655300002,2,3449.400341254352
10 - Respondent is 21 years old,98 - MISSING,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
5 - Respondent is 16 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
15 - Respondent is between 35 and 49 years old,2 - More than 30 days ago but within the past 12 mos,0.0002893386364574436,9.943517250521617e-05,0.00014507828712246768,0.0005769632331293724,0.2441727069224117,0.07701933450897545,0.12258558393765179,0.4275866935053718,0.0012835669300417733,0.0004421309422818049,0.0006424523343019807,0.002562820474013971,77956.54793752,17,26756.493535378657
3 - Respondent is 14 years old,81 - NEVER USED COC/HER/STM W/NEEDLE Log assn,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
3 - Respondent is 14 years old,13 - More than 12 months ago LOGICALLY ASSIGNED,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
3 - Respondent is 14 years old,3 - More than 12 months ago,5.029497055053854e-06,5.028754737330748e-06,6.750635685712084e-07,3.747073804290793e-05,0.00038502273280092265,0.00038861780265615927,5.068055557555621e-05,0.0029185992899428215,0.00032403669671739486,0.00032732196283377,4.2587364552895274e-05,0.002460937266387409,1355.0980715,1,1355.0980715
3 - Respondent is 14 years old,1 - Within the past 30 days,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
5 - Respondent is 16 years old,97 - REFUSED,2.0436648786667055e-05,1.592647316798659e-05,4.271755699023335e-06,9.776567210465258e-05,0.05990397650070297,0.04773835375312065,0.011476800656992135,0.2591110873205619,0.001264902977345365,0.0009842900208700564,0.00026475441860758666,0.006020506325720443,5506.2490455,2,4285.788698534499
