RECODE - FINAL EDITED AGE,RC-MOST RECENT USE OF ANY DRUG WITH A NEEDLE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
5 - Respondent is 16 years old,2 - More than 30 days ago but within the past 12 mos,1.2676475958986322e-05,1.2658376486922648e-05,1.705813708746173e-06,9.419651444559271e-05,0.008881055097017252,0.008369542310779557,0.001325353560726715,0.05705035487398645,0.0008067520836589926,0.0008043183290694754,0.00010880943234276202,0.0059548866948021814,3393.4227562,1,3393.4227562
Overall,8 - At some point in the past 12 months LOG ASSN,5.256116019089279e-06,5.2484411303198036e-06,7.07342785626183e-07,3.905595426572589e-05,1.0,0.0,N/A,N/A,5.256116019089279e-06,5.2484411303198036e-06,7.07342785626183e-07,3.905595426572589e-05,1407.0332927,1,1407.0332927
10 - Respondent is 21 years old,1 - Within the past 30 days,1.9385237802496795e-06,1.9392661872519373e-06,2.599141721300013e-07,1.4457979251775325e-05,0.001273899513504281,0.0012825908115363842,0.0001683595985471425,0.009569528321226659,0.00012459830796726287,0.00012493188768376837,1.6626794732141983e-05,0.0009330638226706325,518.93213308,1,518.93213308
10 - Respondent is 21 years old,3 - More than 12 months ago,0.00011704920358169401,4.7298069315812123e-05,5.198377704769658e-05,0.00026353222318395013,0.008755441246425143,0.0035374662345485706,0.0038802293344581316,0.019635243833348956,0.007523318962492346,0.0029870113580347597,0.003382651918656007,0.01664786418780529,31333.426759480008,16,12605.91192312396
10 - Respondent is 21 years old,98 - MISSING,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
13 - Respondent is between 26 and 29 years old,3 - More than 12 months ago,0.0006671194563141288,0.00012160054784719437,0.00046257800574160506,0.0009620174256505301,0.049901451914013156,0.009604072374129203,0.0337843950753215,0.07312535027377665,0.010396902455666629,0.001902609369855011,0.0071944894472745075,0.015003232900889694,178584.20206724104,53,32182.15530125901
12 - Respondent is 24 or 25 years old,2 - More than 30 days ago but within the past 12 mos,0.00011315408562301361,3.587668134401949e-05,5.985333370125456e-05,0.0002139102127239709,0.07927500293630116,0.028818391914433215,0.03749737433698653,0.1598679118709766,0.0033106120447071352,0.0010692433914858343,0.0017295304169399777,0.006327906104772626,30290.725147310004,13,9654.049279928215
16 - Respondent is between 50 and 64 years old,97 - REFUSED,0.0001600867053570839,9.516051991012015e-05,4.8505925109486016e-05,0.0005282071526995171,0.23341508150077694,0.11668838929644698,0.07592959677609715,0.5301452495815514,0.0006866268506037325,0.00040792231940669637,0.00020813204418143271,0.0022626898547067568,42854.32881200001,3,25418.97479395877
3 - Respondent is 14 years old,Overall,0.01644247602760235,0.00046175202253777217,0.015540286199478894,0.017396116868351588,0.01644247602760235,0.00046175202253777217,0.015540286199478894,0.017396116868351588,1.0,0.0,N/A,N/A,4401560.220747704,2347,116988.74613631978
17 - Respondent is 65 years old or older,1 - Within the past 30 days,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
12 - Respondent is 24 or 25 years old,97 - REFUSED,3.298989304630489e-05,2.55364352783415e-05,6.968595800084199e-06,0.00015616163362197185,0.04810104972133107,0.03772760652024453,0.009563834445063871,0.20913404351995352,0.0009652036572198176,0.0007466716717056692,0.0002039345036372686,0.004555274479515869,8831.2125665,2,6838.948986649127
11 - Respondent is 22 or 23 years old,3 - More than 12 months ago,0.00023624280791171708,5.4176212548990857e-05,0.00014904184736965723,0.0003744439402487611,0.017671286615102012,0.0042444307192481875,0.010888550288311595,0.028557164426233888,0.007376527203822097,0.001656231211515019,0.004695818250844417,0.011569787331956063,63240.89778184,30,14352.753055812385
7 - Respondent is 18 years old,98 - MISSING,4.842871763494796e-05,2.851747570596338e-05,1.4839906071721302e-05,0.00015803081138912703,0.07553510161868104,0.049591147298218376,0.019245506889143928,0.25384856599413796,0.0027818583315660102,0.0016147546411533402,0.0008658013227087288,0.008900461597778127,12964.100827999999,3,7621.468506143002
8 - Respondent is 19 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.015636743839630225,0.0005619075107711743,0.014547299700011701,0.016806384771022025,0.015921038851983205,0.0005709936473881302,0.014813890342852356,0.017109495511653798,0.9915108302151043,0.0031516509473059123,0.9821609544806255,0.9959802661463831,4185870.154288092,1693,154823.49355132194
12 - Respondent is 24 or 25 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
5 - Respondent is 16 years old,Overall,0.015712975789901475,0.00043692711393869896,0.014859076094553524,0.01661511853410313,0.015712975789901475,0.00043692711393869896,0.014859076094553524,0.01661511853410313,1.0,0.0,N/A,N/A,4206277.027273687,2318,115645.4795957194
17 - Respondent is 65 years old or older,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,9 - At some point in the lifetime LOG ASSN,0.0002064939589191015,0.0001425062603012733,5.1623997216611225e-05,0.0008255841266458211,1.0,0.0,N/A,N/A,0.0002064939589191015,0.0001425062603012733,5.1623997216611225e-05,0.0008255841266458211,55277.294847640005,7,38156.87803530857
15 - Respondent is between 35 and 49 years old,3 - More than 12 months ago,0.003680591148971214,0.0003068340258071434,0.0031129784871122817,0.004351249127100784,0.27531327485230117,0.023109012856012526,0.23139125064074892,0.3240573788308978,0.016301367021808812,0.0013750538953049782,0.013757686980294741,0.01930614556871036,985273.9674336094,201,82416.27263133087
1 - Respondent is 12 years old,3 - More than 12 months ago,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
9 - Respondent is 20 years old,97 - REFUSED,1.8351969736810723e-05,1.383688643297706e-05,4.036283940785391e-06,8.343756249401612e-05,0.02675816522216856,0.02109032692249542,0.0053759441864074334,0.12269476990444173,0.0011873546014635507,0.0008939666335585759,0.00026147935201313973,0.0053740490685276554,4912.72116379,3,3694.80210055932
16 - Respondent is between 50 and 64 years old,Overall,0.2331494977458629,0.0036697587394628997,0.22585979918871757,0.24060134991616652,0.2331494977458629,0.0036697587394628997,0.22585979918871757,0.24060134991616652,1.0,0.0,N/A,N/A,62412835.69717576,5157,1213391.4916462328
13 - Respondent is between 26 and 29 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
3 - Respondent is 14 years old,2 - More than 30 days ago but within the past 12 mos,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
14 - Respondent is between 30 and 34 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.07689825815565732,0.001578831580374926,0.07378641796490827,0.08012998208426761,0.0782963619729545,0.0016287094941374563,0.07508690503744328,0.08163089402240756,0.973463345803363,0.002766744953542871,0.9673024054611395,0.9784892455075406,20585239.934333973,4858,452606.55123467057
1 - Respondent is 12 years old,Overall,0.01424849876878163,0.0004909701329152562,0.013295258008600834,0.015269027167941616,0.01424849876878163,0.0004909701329152562,0.013295258008600834,0.015269027167941616,1.0,0.0,N/A,N/A,3814244.5992172803,2070,130594.53958268941
16 - Respondent is between 50 and 64 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
4 - Respondent is 15 years old,2 - More than 30 days ago but within the past 12 mos,1.021451157277097e-05,1.0218631623823898e-05,1.3694763836544058e-06,7.618261095090553e-05,0.007156219154314039,0.00679493814883331,0.001054645745109081,0.04690063589413703,0.000636431440484197,0.0006409150405284492,8.413577282072506e-05,0.004796790643518327,2734.3684575,1,2734.3684575
11 - Respondent is 22 or 23 years old,98 - MISSING,7.673644316099766e-06,7.675022722712396e-06,1.0292835374831263e-06,5.7207066267386885e-05,0.011968714669907508,0.012196858723714154,0.0015237457411605532,0.0877215481143175,0.00023960452616749172,0.00023838195268057155,3.247295172894204e-05,0.001765610226610549,2054.1922952,1,2054.1922952
7 - Respondent is 18 years old,Overall,0.017408764884042693,0.0005836500686649054,0.016274429225393166,0.018620667715923234,0.017408764884042693,0.0005836500686649054,0.016274429225393166,0.018620667715923234,1.0,0.0,N/A,N/A,4660230.422554275,1860,161213.46291411354
5 - Respondent is 16 years old,97 - REFUSED,4.709865104311713e-06,4.41986007462836e-06,7.151737250218161e-07,3.101670765216312e-05,0.00686723825522178,0.006564591953435256,0.000999336960438711,0.04561694123073806,0.0002997436747365628,0.00028156422922746615,4.541653742606007e-05,0.0019754585584237155,1260.804933115,2,1180.570159667563
Overall,2 - More than 30 days ago but within the past 12 mos,0.0014273614813226168,0.0002195742604562996,0.0010478963586612496,0.001943971432001137,1.0,0.0,N/A,N/A,0.0014273614813226168,0.0002195742604562996,0.0010478963586612496,0.001943971432001137,382096.80259046005,95,59269.08316303456
2 - Respondent is 13 years old,98 - MISSING,3.304966824963523e-05,1.5746291034547825e-05,1.2692811969688758e-05,8.605224069974727e-05,0.05154813448742636,0.028740379550941417,0.016414486465333857,0.15038434992091365,0.0022309037776910255,0.0010502947377764103,0.0008659251945139327,0.005735179944530393,8847.21405902,5,4216.573687421982
13 - Respondent is between 26 and 29 years old,97 - REFUSED,8.123045487401938e-05,4.376951916468034e-05,2.7521879988909615e-05,0.00023972545727150694,0.11843840000624645,0.06492538004601107,0.037101972098383194,0.31900973737778676,0.0012659578547158062,0.000678340053850036,0.00043130102980838735,0.00370985364546916,21744.9451218,4,11743.652781937652
15 - Respondent is between 35 and 49 years old,Overall,0.2257842022725535,0.002731760284854904,0.22034456713764064,0.23131828309975058,0.2257842022725535,0.002731760284854904,0.22034456713764064,0.23131828309975058,1.0,0.0,N/A,N/A,60441186.68792985,11169,839426.1161585988
12 - Respondent is 24 or 25 years old,1 - Within the past 30 days,0.00010569641554781527,4.593641188875531e-05,4.415058688243252e-05,0.0002530152963362151,0.06945832376024084,0.030206324813139958,0.02836758735177518,0.16025263586636987,0.003092418841691387,0.0013458256985980081,0.001289070156947523,0.007399875246072005,28294.347966200003,7,12259.893365190213
12 - Respondent is 24 or 25 years old,98 - MISSING,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
3 - Respondent is 14 years old,98 - MISSING,2.5946127823079217e-05,1.3053975733519918e-05,9.444848943722967e-06,7.127505640346034e-05,0.04046862063333432,0.02733323976666392,0.010153300650021352,0.14778440571855164,0.0015779939578152876,0.000794076112808648,0.0005739674858111423,0.00433072745822817,6945.6354333,4,3504.844284061256
6 - Respondent is 17 years old,98 - MISSING,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
5 - Respondent is 16 years old,98 - MISSING,2.049945908786974e-06,2.0523361063592963e-06,2.7442151165742464e-07,1.5313048635925054e-05,0.0031973357977433457,0.0033710753398091746,0.0003831389837446071,0.026141541355874532,0.0001304619784436025,0.00013037318995313667,1.7526968176555618e-05,0.000970387508079812,548.75922286,1,548.75922286
17 - Respondent is 65 years old or older,3 - More than 12 months ago,0.0010135415442257122,0.0003284717289695332,0.0005285253517491107,0.0019427813548373014,0.07581430005276081,0.023194070722509674,0.04048415105215479,0.1375566156034076,0.005807747377992318,0.0018692107241019638,0.003039662476471582,0.011068617086815698,271319.48592475,16,88549.60163531362
17 - Respondent is 65 years old or older,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.17310317366659447,0.003953675474119715,0.16530540263521054,0.18118893354098223,0.17625039980271365,0.00402683942298126,0.16830756344526293,0.18448493076098138,0.991907543121318,0.002119415648519734,0.9863242895272349,0.9952224154505902,46338765.64679218,3576,1271770.396083446
7 - Respondent is 18 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
12 - Respondent is 24 or 25 years old,9 - At some point in the lifetime LOG ASSN,1.286818757980035e-05,1.287223731792499e-05,1.7255610643723517e-06,9.595623199964014e-05,0.06231750142793156,0.07245607271689242,0.005476980235413317,0.4450654462975569,0.00037649172418899703,0.0003752972188771404,5.081955474928931e-05,0.0027833929448477872,3444.7429006,1,3444.7429006
10 - Respondent is 21 years old,2 - More than 30 days ago but within the past 12 mos,3.147994218064773e-05,1.733006991249284e-05,1.0418696872997566e-05,9.511214136167778e-05,0.022054638991293146,0.011879525234553734,0.007404603161366483,0.06382601940444481,0.0020233682818741492,0.0011026115196511854,0.0006766179993643275,0.006034522823911449,8427.00704086,4,4629.622365498197
11 - Respondent is 22 or 23 years old,8 - At some point in the past 12 months LOG ASSN,5.256116019089279e-06,5.2484411303198036e-06,7.07342785626183e-07,3.905595426572589e-05,1.0,0.0,N/A,N/A,0.00016411878585419648,0.0001637847873751665,2.2107833029449657e-05,0.0012172349582843462,1407.0332927,1,1407.0332927
5 - Respondent is 16 years old,3 - More than 12 months ago,1.410598635040172e-05,7.972196812298283e-06,4.533196717581988e-06,4.3892829063311065e-05,0.0010551471597806995,0.0005825801321391944,0.00034792356875583175,0.003195347687377161,0.0008977285104370525,0.0005123139099419285,0.0002852055505403068,0.002822025710629656,3776.09481018,4,2138.8127187684595
16 - Respondent is between 50 and 64 years old,3 - More than 12 months ago,0.005713337872528833,0.0005916443704803612,0.004639891805390935,0.00703337249561718,0.4273655226452576,0.02804357573464781,0.37220384240598137,0.48439456881244636,0.024505040447294776,0.0026083727117623173,0.019777542196664076,0.030327607279284262,1529429.0631896553,133,157037.45504384718
1 - Respondent is 12 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
17 - Respondent is 65 years old or older,2 - More than 30 days ago but within the past 12 mos,3.6188924811899424e-05,3.6189987817744346e-05,4.855410551037015e-06,0.00026967307952605176,0.025353721033838022,0.02501364417672809,0.003394105486391391,0.1657596000872207,0.00020736804957435914,0.0002077629354084097,2.771222243383004e-05,0.001549911106353259,9687.5757408,1,9687.5757408
13 - Respondent is between 26 and 29 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
8 - Respondent is 19 years old,Overall,0.01577062333876665,0.0005621808841808154,0.014680337297548142,0.016940491070434705,0.01577062333876665,0.0005621808841808154,0.014680337297548142,0.016940491070434705,1.0,0.0,N/A,N/A,4221708.958418522,1714,153183.1517186388
Overall,3 - More than 12 months ago,0.013368738397906026,0.0008004921810450548,0.011852709182874947,0.015075718030946988,1.0,0.0,N/A,N/A,0.013368738397906026,0.0008004921810450548,0.011852709182874947,0.015075718030946988,3578737.5961518195,630,214089.7648531214
14 - Respondent is between 30 and 34 years old,97 - REFUSED,2.6554790401830053e-05,2.4592064437174995e-05,4.1333215183680225e-06,0.00017058221440550712,0.038718321749788794,0.03580893109604888,0.005798118210715469,0.2176349641159536,0.0003361599564368124,0.00031162701711468914,5.220981111986878e-05,0.002161073989751744,7108.571051389999,2,6585.694396339187
9 - Respondent is 20 years old,98 - MISSING,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
2 - Respondent is 13 years old,3 - More than 12 months ago,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
7 - Respondent is 18 years old,2 - More than 30 days ago but within the past 12 mos,2.85523632868243e-06,2.854608946003826e-06,3.8328884375105334e-07,2.1269193350038473e-05,0.002000359660845493,0.0020355034237915224,0.00025849660403439427,0.015300027524022883,0.00016401142457266515,0.00016419836074873753,2.1952914002551876e-05,0.001224212943581422,764.33103044,1,764.33103044
15 - Respondent is between 35 and 49 years old,97 - REFUSED,7.053481992540397e-05,3.9962262728175554e-05,2.2603467624084586e-05,0.0002200837176702877,0.10284358532338463,0.058895596052301734,0.0308249308841857,0.2923660150766948,0.00031239926981365356,0.00017714566422967278,0.00010000171713102608,0.0009754761797439676,18881.78258798,5,10672.755000392988
13 - Respondent is between 26 and 29 years old,1 - Within the past 30 days,0.0002452068558931403,6.323399214306243e-05,0.0001460730237538905,0.00041159110096158577,0.16113750969304752,0.038955022529585055,0.09720867122401812,0.255223246810196,0.003821492145150753,0.0009744112070390685,0.002288891029010764,0.006373740218276148,65640.52402704,12,16977.171817721297
9 - Respondent is 20 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
11 - Respondent is 22 or 23 years old,2 - More than 30 days ago but within the past 12 mos,6.372034276926708e-05,3.373417284133107e-05,2.200185967985114e-05,0.00018452807972141406,0.04464205010648232,0.02270435324088219,0.015786770587673398,0.11981856693808964,0.001989626037843308,0.0010519583499524212,0.0006874025958327413,0.005744615245674472,17057.58460677,7,9016.215505812823
10 - Respondent is 21 years old,97 - REFUSED,1.2422666854013721e-05,1.2418956338370576e-05,1.6678734160936305e-06,9.252018100318901e-05,0.01811292068081969,0.016230077297489185,0.0029417046608322672,0.10341143364185833,0.0007984649382282792,0.0007982933352868224,0.00010708796596986962,0.005927022881752751,3325.4794575,1,3325.4794575
1 - Respondent is 12 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
2 - Respondent is 13 years old,1 - Within the past 30 days,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
3 - Respondent is 14 years old,97 - REFUSED,4.8906908657861054e-05,4.357848963825265e-05,8.16736017406653e-06,0.000292799594591176,0.07130892003094463,0.06134328836593637,0.01180584869265105,0.330433440095721,0.0029744248114310728,0.0026437783523037806,0.0004975419077162024,0.017565129705533238,13092.1099296,2,11629.65243456027
11 - Respondent is 22 or 23 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
7 - Respondent is 18 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.017333015617209114,0.0005841116064916343,0.016197977842951055,0.018546089319317817,0.017648150912609937,0.0005922462657896319,0.016497135632570173,0.01887793177474589,0.9956487856928314,0.0016028149324214319,0.9908954307717268,0.9979256824879832,4639952.761264955,1853,161610.10952075612
9 - Respondent is 20 years old,3 - More than 12 months ago,0.00013457568587670957,5.0616723438005415e-05,6.322093219143581e-05,0.0002864424184749276,0.01006644620241716,0.003848320053582942,0.004659883819012681,0.021609704082489734,0.008706916051104671,0.0032588582598812644,0.004097521901728383,0.018405690853421922,36025.16948423,14,13597.92412765841
9 - Respondent is 20 years old,1 - Within the past 30 days,4.607027723156423e-05,2.1081191433409513e-05,1.8376293489417947e-05,0.00011549564462632207,0.030275049679678402,0.01442987023034224,0.011499247803632724,0.07731004943948834,0.0029807021505641124,0.0013540232662391878,0.0011957879129021402,0.007410134242410502,12332.759329,5,5634.094564408446
14 - Respondent is between 30 and 34 years old,1 - Within the past 30 days,0.0003960773887573418,0.00010087408274427679,0.00023746499198083477,0.0006605633708233463,0.2602819722866833,0.05549988486426019,0.16472448872714435,0.3856772114170842,0.005013986393245964,0.0012598198097787238,0.003025305321508089,0.008299042839507498,106027.73425154002,19,26918.80534434441
16 - Respondent is between 50 and 64 years old,98 - MISSING,5.625780708527686e-06,5.627704491906685e-06,7.543546566644467e-07,4.195428859834306e-05,0.008774626673087848,0.009164931437522693,0.0010651744686936814,0.06845904463111606,2.4129499582537752e-05,2.4212294889045523e-05,3.2154147828100335e-06,0.00018105084342889949,1505.9904929,1,1505.9904929
17 - Respondent is 65 years old or older,97 - REFUSED,0.000136244548562193,9.525677926916243e-05,3.3450210622805885e-05,0.000554756294245964,0.19865192637793025,0.11169102760864885,0.05710872433356309,0.5036278464418242,0.000780702008897239,0.0005461403548420489,0.00019144432831404116,0.0031779054191992742,36471.9148283,3,25473.93656133889
6 - Respondent is 17 years old,1 - Within the past 30 days,8.673573837619395e-06,6.739606239284344e-06,1.8213324877737363e-06,4.1304344070342716e-05,0.0056998328339638304,0.004574285359690671,0.001131847990211203,0.028183412837617994,0.000551620625021362,0.0004300410642093105,0.00011518837604508713,0.0026372706810086403,2321.86791766,2,1805.4531565127822
3 - Respondent is 14 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.01634819881532709,0.00045755030559990674,0.015454137553761564,0.01729307529813309,0.016645428944043087,0.00046995083080996386,0.015727349781036935,0.017616141513352484,0.9942662399436073,0.0028205732980751915,0.9846606767996476,0.9978697631043854,4376322.730568173,2338,117014.08406783025
15 - Respondent is between 35 and 49 years old,9 - At some point in the lifetime LOG ASSN,4.303599883365484e-05,3.095979100166898e-05,1.0145847774090294e-05,0.00018252784618369734,0.208412871054088,0.18399957983225862,0.02726058090624153,0.7121064733981903,0.00019060677585274236,0.0001369857163381023,4.49957071718871e-05,0.0008070510043571241,11520.4997233,2,8303.503896080361
3 - Respondent is 14 years old,8 - At some point in the past 12 months LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,98 - MISSING,0.0006411418876408945,0.00021151679981296035,0.00033046476116507177,0.0012435300305502946,1.0,0.0,N/A,N/A,0.0006411418876408945,0.00021151679981296035,0.00033046476116507177,0.0012435300305502946,171630.15009162002,36,56531.21839118685
12 - Respondent is 24 or 25 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.03360672826268209,0.0008016758572599896,0.03203322235915602,0.03525471135376888,0.03421773943767927,0.000819418852091382,0.03260952729505326,0.035902320685094614,0.9832507483672058,0.0025656276491821403,0.9772371878500302,0.9876956282021321,8996335.954644486,3839,217234.25841559842
13 - Respondent is between 26 and 29 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.0629687966411925,0.0013129429954902377,0.060382618697056134,0.06565800016576549,0.06411364591432502,0.001344239280358848,0.06146603812644911,0.06686717238854127,0.9813541341551208,0.0023110187112868907,0.9760987432363647,0.9854711734556818,16856399.849934295,4001,351407.2499105838
7 - Respondent is 18 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
5 - Respondent is 16 years old,9 - At some point in the lifetime LOG ASSN,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
9 - Respondent is 20 years old,91 - NEVER USED COC/HER/STM WITH A NEEDLE,0.015220072463915081,0.00044323741208372015,0.014354968496765211,0.01613645849315212,0.015496791884116592,0.0004523765233309977,0.014613903659947728,0.016432129677243768,0.9847238925198232,0.004057429891358985,0.9740251758208093,0.9910563994123157,4074329.5232180995,1705,121704.58675128118
8 - Respondent is 19 years old,2 - More than 30 days ago but within the past 12 mos,1.5184001993998536e-05,8.905874607475985e-06,4.674651273569533e-06,4.9318859513378254e-05,0.010637811229099995,0.006610573699897515,0.00303583064792586,0.03657739585127517,0.0009628029068878901,0.0005719145877856361,0.0002918575948837036,0.0031712774673472305,4064.6736572,5,2379.190453696183
8 - Respondent is 19 years old,1 - Within the past 30 days,2.380334388588191e-05,1.7354323396913314e-05,5.503738997782547e-06,0.00010294178330457076,0.015642350382771418,0.011653421525362837,0.0034630181740325293,0.06774417135831644,0.0015093470546195583,0.001082378878766512,0.0003571071769421465,0.006355759270021605,6372.0239818499995,4,4616.973837309805
6 - Respondent is 17 years old,2 - More than 30 days ago but within the past 12 mos,1.1878945531037327e-05,1.188350361159528e-05,1.5926895875089226e-06,8.859226200393047e-05,0.008322310561463448,0.008370507953695958,0.0010931442670427415,0.060465414591823294,0.0007554753647227856,0.0007548219592209398,0.00010145976316451188,0.00560169585057609,3179.9282557,1,3179.9282557
11 - Respondent is 22 or 23 years old,1 - Within the past 30 days,3.102327016105091e-05,1.6641536814207763e-05,1.056230059577281e-05,9.111700013721166e-05,0.020386919762410364,0.010650921767562231,0.007079467199231263,0.05726603924016264,0.0009686813254439153,0.0005211223083925481,0.0003286463284984811,0.0028516216157097912,8304.75845786,5,4463.133475714759
1 - Respondent is 12 years old,98 - MISSING,6.271613769226781e-05,3.036874163686057e-05,2.371248320663734e-05,0.00016586460217752876,0.09781943576176902,0.052721369141738986,0.03162680702472696,0.2646827048140305,0.004401596175849659,0.0021205572464392817,0.0016699029664135456,0.011550201302426386,16788.76444167,7,8113.538490909298
